,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
205551_at,-0.36304104,7.607048136,-2.906370248,0.006403214,0.408353855,-2.301186116,SV2B
209625_at,0.270704294,3.968703609,2.904989227,0.006425791,0.408353855,-2.303898999,PIGH
214848_at,-0.655807499,2.458272877,-2.904984892,0.006425862,0.408353855,-2.303907515,YWHAZ
225342_at,-0.523029817,4.723667445,-2.904889199,0.006427429,0.408353855,-2.304095468,AK4
212899_at,0.438383948,5.933283077,2.904524989,0.006433397,0.408353855,-2.304810798,CDK19
204604_at,-0.593281961,7.318691145,-2.904450483,0.006434619,0.408353855,-2.304957126,CDK14
228215_at,0.574227597,6.195405422,2.904277263,0.00643746,0.408353855,-2.305297318,ADD3-AS1
213501_at,-0.378878314,2.136021131,-2.903821784,0.006444935,0.408353855,-2.306191797,ACOX1
222995_s_at,-0.39681734,3.965878469,-2.903525931,0.006449795,0.408353855,-2.306772759,RHBDD2
202466_at,-0.345054361,4.595518378,-2.90302233,0.006458076,0.408353855,-2.307761602,TENT4A
227620_at,0.430731657,9.240063729,2.902876967,0.006460468,0.408353855,-2.308047012,SLC44A1
1568012_at,0.550834398,5.25589832,2.900659361,0.006497063,0.409247622,-2.31240018,CLIP1
216307_at,-0.62599468,6.599533938,-2.899548524,0.006515468,0.409934268,-2.314580092,DGKB
236154_at,0.597498013,3.906211445,2.899097178,0.00652296,0.409934268,-2.315465689,QKI
223380_s_at,0.532166306,4.837451283,2.898583689,0.006531493,0.409999274,-2.31647313,LATS2
216282_x_at,-0.30749431,5.229641978,-2.897494886,0.006549621,0.410420221,-2.318608996,POLR2C
230698_at,-0.86939277,4.680298248,-2.897279583,0.006553212,0.410420221,-2.319031298,CALN1
219247_s_at,-0.292077195,7.510704737,-2.8964744,0.006566655,0.410791628,-2.320610459,ZDHHC14
231325_at,-0.457083729,4.279150957,-2.893218941,0.006621274,0.412320244,-2.326992832,UNC5D
203157_s_at,-0.476967693,7.946138606,-2.893040385,0.006624282,0.412320244,-2.327342783,GLS
202742_s_at,-0.374249963,9.152394267,-2.892880942,0.006626969,0.412320244,-2.327655264,PRKACB
226860_at,-0.57108704,4.767566449,-2.892325481,0.006636339,0.412320244,-2.328743803,TMEM19
238575_at,-0.441544914,5.584438886,-2.891823451,0.006644817,0.412378426,-2.32972754,OSBPL6
218111_s_at,-0.542739252,6.461153009,-2.891216491,0.006655082,0.412547173,-2.330916765,CMAS
207580_at,-0.415598033,1.863926275,-2.889802818,0.006679047,0.412963529,-2.333686076,MAGEB4
236845_at,0.355297895,4.557564562,2.889132524,0.006690438,0.412963529,-2.334998895,TRIM62
213317_at,-0.317817414,1.791026507,-2.888896261,0.006694458,0.412963529,-2.335461595,CLIC5
210016_at,-0.479636353,6.57222438,-2.888263421,0.006705235,0.412963529,-2.336700856,MYT1L
219565_at,0.456418159,3.819368433,2.888255409,0.006705372,0.412963529,-2.336716543,CYP20A1
50221_at,0.353973131,5.07846228,2.888153033,0.006707117,0.412963529,-2.336917008,TFEB
200645_at,-0.414493575,6.748230719,-2.887309781,0.006721507,0.413320509,-2.338568047,GABARAP
204081_at,-0.334869834,5.459407142,-2.886927863,0.006728034,0.413320509,-2.339315736,NRGN
208761_s_at,-0.361012967,5.356642813,-2.883378849,0.006788971,0.41498288,-2.346261189,SUMO1
220703_at,-0.339750702,2.498431353,-2.882023384,0.006812382,0.41498288,-2.34891264,IDI2-AS1
223239_at,-0.685371899,4.549030163,-2.881996396,0.006812848,0.41498288,-2.348965426,GSKIP
218440_at,0.444810255,4.683395974,2.881795455,0.006816326,0.41498288,-2.349358431,MCCC1
209541_at,-0.36020742,1.833474466,-2.881356967,0.006823919,0.41498288,-2.350215987,IGF1
212342_at,0.371356614,2.877984814,2.880838552,0.006832907,0.41498288,-2.351229766,YIPF6
1556123_a_at,0.566456377,3.130045923,2.879870068,0.006849727,0.41498288,-2.35312341,RAB11B-AS1
1560105_at,-0.277709948,1.866178942,-2.87970773,0.00685255,0.41498288,-2.35344079,PTPRB
219701_at,-0.61663524,4.471087802,-2.879232512,0.006860821,0.41498288,-2.354369815,TMOD2
207732_s_at,-0.384465413,8.471541003,-2.878528452,0.006873092,0.41498288,-2.35574606,DLG3
48031_r_at,0.490479435,4.851605013,2.878386558,0.006875568,0.41498288,-2.356023404,FAXDC2
201141_at,0.652375757,6.890735048,2.877997991,0.006882351,0.41498288,-2.35678285,GPNMB
224891_at,-0.421130766,6.576484809,-2.877836699,0.006885169,0.41498288,-2.357098074,FOXO3
210729_at,-0.554052134,2.286550061,-2.877037302,0.006899149,0.41498288,-2.35866026,NPY2R
219628_at,-0.380080244,8.932284747,-2.876860121,0.006902251,0.41498288,-2.359006475,ZMAT3
214230_at,-0.603649798,8.060999805,-2.876756756,0.006904062,0.41498288,-2.359208447,CDC42
244807_at,0.350397724,3.120543275,2.876573242,0.006907277,0.41498288,-2.35956702,SNHG29
1563833_at,-0.290233436,1.855555056,-2.871923101,0.006989223,0.417660288,-2.368648927,INPP4B
226852_at,-0.391213294,3.857057051,-2.871685896,0.006993427,0.417660288,-2.369111985,MTA3
227318_at,-0.799370574,5.208730131,-2.870845809,0.007008336,0.417660288,-2.370751792,TMEM178B
242038_at,-0.423982175,7.377610624,-2.870804493,0.00700907,0.417660288,-2.370832431,LRRC8B
208867_s_at,-0.510060511,6.744800986,-2.870278535,0.007018421,0.417660288,-2.371858936,CSNK1A1
226065_at,-0.443290273,8.08444076,-2.870050633,0.007022476,0.417660288,-2.372303696,PRICKLE1
218657_at,-0.380799106,5.743484522,-2.869003628,0.007041135,0.417660288,-2.37434673,RAPGEFL1
233059_at,-0.722825539,5.526127618,-2.868602338,0.007048299,0.417660288,-2.375129664,KCNJ3
44669_at,-0.252733329,3.722284295,-2.868177296,0.007055894,0.417660288,-2.375958877,SDHAF1
203616_at,-0.465401876,3.115968759,-2.868037049,0.007058402,0.417660288,-2.376232469,POLB
243721_at,0.347609419,3.896210424,2.867188277,0.007073596,0.418106906,-2.377888093,LINC01887
1558118_at,-0.366645811,5.712129543,-2.866215413,0.007091051,0.418685954,-2.379785445,DGCR5
204732_s_at,-0.545739749,2.534946041,-2.865591208,0.007102271,0.418896066,-2.381002634,TRIM23
215027_at,0.480836323,3.055181266,2.862815645,0.007152364,0.421395985,-2.386413198,RAPGEF3
205812_s_at,-0.511880043,8.994401577,-2.862088437,0.007165543,0.421456547,-2.387830316,SULT1C4
229528_at,-0.375179554,3.40764002,-2.861908441,0.007168808,0.421456547,-2.388181048,SBNO1
1555487_a_at,-0.554596269,2.972386752,-2.860205979,0.007199764,0.42175853,-2.391497781,ACTR3B
211270_x_at,0.385638231,6.761353313,2.859958399,0.007204276,0.42175853,-2.391980028,PTBP1
219515_at,-0.476237352,3.145770803,-2.85974834,0.007208107,0.42175853,-2.392389172,PRDM10
1552904_at,-0.321977746,1.644644723,-2.859640093,0.007210081,0.42175853,-2.392600005,NETO1
219933_at,-0.682110316,5.163877574,-2.85900604,0.007221658,0.42175853,-2.39383486,GLRX2
1554500_a_at,-0.551164292,4.121565186,-2.858781423,0.007225763,0.42175853,-2.394272279,RGS7
205635_at,-0.642161539,6.735112218,-2.858662237,0.007227942,0.42175853,-2.394504376,KALRN
226285_at,-0.617263738,5.855055277,-2.857751059,0.007244623,0.422281172,-2.396278573,CAPRIN1
220188_at,-0.383805148,4.165028506,-2.857274822,0.007253355,0.422339925,-2.397205755,JPH3
212338_at,0.261442526,1.927218459,2.856367579,0.007270018,0.42237336,-2.398971826,MYO1D
212239_at,-0.506351263,5.709720935,-2.856071356,0.007275466,0.42237336,-2.3995484,PIK3R1
211117_x_at,0.417223008,2.627798461,2.855569324,0.007284709,0.42237336,-2.400525486,ESR2
1553910_at,-0.297393107,2.029537321,-2.85556275,0.00728483,0.42237336,-2.40053828,NBPF4
38290_at,-0.399469384,5.43156301,-2.854669293,0.007301306,0.422880206,-2.402276953,RGS14
236465_at,-0.343680012,4.1966506,-2.854067199,0.007312429,0.423000751,-2.403448464,RNF175
1555374_at,0.441148721,4.26762254,2.853719433,0.007318861,0.423000751,-2.404125061,TTL
230839_at,-0.463205171,4.840208974,-2.853081608,0.007330671,0.423235926,-2.405365868,PRMT8
226845_s_at,-0.42416771,8.000253311,-2.852401658,0.00734328,0.423347454,-2.406688455,COPS9
224352_s_at,0.466844125,3.850717287,2.852142681,0.007348088,0.423347454,-2.407192154,CFL2
223859_at,-0.317435442,2.374942787,-2.84985303,0.007390726,0.423589464,-2.411644334,EPB41L4B
207232_s_at,-0.622095973,2.760959277,-2.849363271,0.007399876,0.423589464,-2.412596408,DZIP3
231821_x_at,0.45985528,5.417414353,2.84892341,0.007408103,0.423589464,-2.413451406,LOC729218
1555602_a_at,-0.424799587,4.906985228,-2.848915429,0.007408252,0.423589464,-2.413466918,ELAVL3
213609_s_at,-0.541730289,7.524725505,-2.848092828,0.007423661,0.423589464,-2.415065688,SEZ6L
218432_at,-0.335871072,1.829778919,-2.84708823,0.00744252,0.423589464,-2.417017837,FBXO3
1554824_at,0.441363683,5.664648222,2.846851376,0.007446972,0.423589464,-2.417478041,ZNF585A
1553271_at,0.316670366,2.024594208,2.846771172,0.007448481,0.423589464,-2.417633871,DIP2B
215440_s_at,-0.709834685,6.27077174,-2.845356023,0.007475143,0.423589464,-2.420383005,BEX4
231244_at,0.417801276,3.010835567,2.844730451,0.007486957,0.423589464,-2.421598033,CASD1
211502_s_at,-0.455134958,6.301600904,-2.844480896,0.007491675,0.423589464,-2.422082693,CDK14
221698_s_at,0.478103768,4.179178834,2.844177127,0.007497422,0.423589464,-2.422672614,CLEC7A
209558_s_at,0.395828594,4.136742467,2.843143389,0.007517009,0.423589464,-2.424679875,HIP1R
231384_at,-0.375637595,8.40063519,-2.843125943,0.00751734,0.423589464,-2.424713748,GRIN2A
211458_s_at,-0.499207793,11.60424742,-2.842984893,0.007520016,0.423589464,-2.424987601,GABARAPL3
205449_at,-0.609585237,5.892693455,-2.84281765,0.007523191,0.423589464,-2.425312299,SAC3D1
1563521_at,0.425895239,3.043942986,2.842801156,0.007523504,0.423589464,-2.425344319,MOB3B
206089_at,-0.43326481,7.446618974,-2.842731514,0.007524826,0.423589464,-2.425479523,NELL1
202022_at,-0.552664875,6.533306772,-2.842425703,0.007530635,0.423589464,-2.426073209,ALDOC
222916_s_at,0.374982114,2.621310694,2.842383909,0.00753143,0.423589464,-2.426154343,HDLBP
222582_at,-0.425638143,5.761548925,-2.842172333,0.007535452,0.423589464,-2.426565062,PRKAG2
218867_s_at,-0.383932616,5.149896041,-2.842026404,0.007538227,0.423589464,-2.426848335,SPRING1
1555550_at,-0.286360282,5.667551802,-2.839633665,0.007583868,0.424663637,-2.431491914,ZACN
209615_s_at,-0.701867373,6.054731365,-2.839494596,0.007586528,0.424663637,-2.431761738,PAK1
1569352_at,0.345043824,2.575816328,2.839419199,0.007587971,0.424663637,-2.431908022,FNIP2
222473_s_at,0.355966606,7.990708202,2.839396225,0.007588411,0.424663637,-2.431952595,ERBIN
218862_at,-0.402435441,2.478385589,-2.837472374,0.007625316,0.425559661,-2.435684482,ASB13
216192_at,-0.336906263,2.055712367,-2.837377467,0.007627141,0.425559661,-2.435868548,FABP7
216963_s_at,-0.521723085,5.045278934,-2.83674592,0.007639296,0.425559661,-2.437093299,GAP43
222603_at,0.346254842,8.60898111,2.836699389,0.007640192,0.425559661,-2.43718353,ERMP1
204715_at,-0.549469164,3.042348774,-2.836536002,0.00764334,0.425559661,-2.437500356,PANX1
200993_at,-0.515364674,5.394327784,-2.834972105,0.00767353,0.426518668,-2.440532435,IPO7
213634_s_at,0.314191397,5.011335469,2.834384276,0.007684907,0.426518668,-2.44167188,TRMU
1555255_a_at,-0.612460723,3.64231711,-2.834347165,0.007685626,0.426518668,-2.441743812,PPIP5K1
204712_at,-0.703810965,5.393243188,-2.833681805,0.007698523,0.426518668,-2.443033376,WIF1
224879_at,-0.451580004,5.786579927,-2.833409637,0.007703805,0.426518668,-2.443560829,DMAC1
220294_at,-0.457623807,3.522237028,-2.833188101,0.007708106,0.426518668,-2.443990138,KCNV1
209316_s_at,0.324689548,7.491868893,2.832824512,0.007715171,0.426518668,-2.444694689,HBS1L
209778_at,-0.308540016,3.460455358,-2.82956817,0.007778713,0.429297455,-2.451002507,TRIP11
230131_x_at,0.331560183,5.412948753,2.82944434,0.007781139,0.429297455,-2.451242299,ARSD
213058_at,0.389397641,2.329315967,2.827714616,0.007815101,0.430494344,-2.454591222,TTC28
219549_s_at,-0.755040356,7.627700582,-2.827137926,0.007826454,0.430494344,-2.455707503,RTN3
212793_at,0.437201026,6.906999607,2.826296734,0.007843043,0.430973225,-2.457335548,DAAM2
208905_at,-0.486920243,7.231205833,-2.824891805,0.007870822,0.431758161,-2.460054057,CYCS
1552694_at,-0.704677382,8.675529549,-2.824775732,0.007873121,0.431758161,-2.460278621,SLC2A13
227075_at,-0.698202173,5.300956224,-2.82411351,0.00788625,0.432044821,-2.46155972,ELP3
214157_at,-0.630494093,6.574393782,-2.823304989,0.007902308,0.432491172,-2.463123616,GNAS
208002_s_at,-0.385414487,6.735675447,-2.822396718,0.007920383,0.43290421,-2.46488016,ACOT7
232274_at,0.380723343,4.352568862,2.822130399,0.00792569,0.43290421,-2.465395147,CCNL2
231438_x_at,-0.449401742,2.998707024,-2.820847164,0.007951309,0.433206234,-2.467876192,CDH8
205991_s_at,0.741439178,5.965725703,2.819967486,0.007968916,0.433206234,-2.469576627,PRRX1
1562643_at,0.305291213,2.496668458,2.819434876,0.007979595,0.433206234,-2.47060603,LOC101929279
217877_s_at,-0.2638614,6.646353961,-2.819085363,0.007986609,0.433206234,-2.471281494,GPBP1L1
40489_at,0.467238823,4.515508833,2.818862961,0.007991076,0.433206234,-2.47171128,ATN1
231999_at,-0.506113606,8.162670964,-2.81826443,0.008003107,0.433206234,-2.472867834,ANKRD11
225160_x_at,0.513554453,5.045531551,2.818099992,0.008006416,0.433206234,-2.473185559,MDM2
203607_at,-0.836735231,6.759374098,-2.817759757,0.008013266,0.433206234,-2.47384292,INPP5F
233329_s_at,0.405210373,5.20137452,2.816782958,0.008032961,0.433206234,-2.475729932,KRCC1
1552736_a_at,-0.669685315,3.82584324,-2.816129246,0.008046168,0.433206234,-2.476992592,NETO1
232466_at,0.449287006,6.829583863,2.816109797,0.008046561,0.433206234,-2.477030154,CUL4A
227570_at,0.384728819,4.17334542,2.816041441,0.008047943,0.433206234,-2.477162177,TMEM86A
202409_at,0.585604492,4.132911357,2.81593631,0.008050069,0.433206234,-2.477365222,IGF2
204009_s_at,-0.420778624,6.780885632,-2.814743368,0.008074232,0.434079309,-2.479668911,KRAS
204211_x_at,0.333774125,8.148579942,2.813677416,0.008095881,0.4348156,-2.481726912,EIF2AK2
241762_at,0.584478428,5.62464222,2.812980513,0.008110063,0.43496372,-2.48307217,FBXO32
241962_at,-0.276555405,1.739750433,-2.812760316,0.00811455,0.43496372,-2.483497186,NT5DC1
209452_s_at,-0.492937712,5.269846789,-2.811143252,0.008147565,0.43544558,-2.486617815,VTI1B
1552739_s_at,0.541884839,3.37987198,2.810760598,0.008155396,0.43544558,-2.487356121,ST7L
205852_at,-0.43921228,7.394242921,-2.809130097,0.008188843,0.436204476,-2.490501436,CDK5R2
220973_s_at,0.335575777,5.971321574,2.808665475,0.008198397,0.436204476,-2.49139753,SHARPIN
222798_at,-0.641541601,8.5809852,-2.808234577,0.008207267,0.436204476,-2.492228507,PTER
222820_at,0.373263572,4.427181899,2.807280055,0.008226949,0.436204476,-2.494069031,TNRC6C
221016_s_at,0.416958469,2.479844627,2.806672246,0.008239504,0.436204476,-2.495240835,TCF7L1
200870_at,-0.465084035,6.151873368,-2.805863334,0.008256241,0.436204476,-2.496800131,STRAP
216178_x_at,0.318315645,4.028082547,2.804853075,0.008277189,0.436204476,-2.498747202,ITGB1
202432_at,-0.712805758,7.456875308,-2.804763541,0.008279048,0.436204476,-2.498919743,PPP3CB
208892_s_at,-0.533031117,3.542193553,-2.80384851,0.008298068,0.436204476,-2.500682913,DUSP6
205230_at,-0.602461501,6.548769464,-2.803445644,0.008306455,0.436204476,-2.501459092,RPH3A
218820_at,-0.496110473,5.886509335,-2.803276273,0.008309983,0.436204476,-2.501785393,C14orf132
238622_at,-0.546456904,3.637326866,-2.803267503,0.008310166,0.436204476,-2.501802287,RAP2B
209811_at,-0.361736142,3.240166572,-2.802471303,0.008326772,0.436204476,-2.503336046,CASP2
213053_at,0.27942317,4.726775069,2.802438631,0.008327454,0.436204476,-2.503398977,HAUS5
46256_at,0.551379548,5.335944737,2.802037326,0.008335836,0.436204476,-2.504171934,SPSB3
213262_at,-0.437421499,6.936608473,-2.80190076,0.00833869,0.436204476,-2.504434961,SACS
226988_s_at,0.339550418,4.331762207,2.80111937,0.008355039,0.436204476,-2.505939783,MYH14
205751_at,-0.492974332,9.092852611,-2.800621162,0.008365479,0.436204476,-2.506899124,SH3GL2
214987_at,0.35850757,5.65873689,2.800369057,0.008370766,0.436204476,-2.507384536,GAB1
230563_at,-0.46122554,4.971056657,-2.800092677,0.008376566,0.436204476,-2.50791666,RASGEF1A
225019_at,-0.625978815,7.762857497,-2.800070073,0.008377041,0.436204476,-2.50796018,CAMK2D
225930_at,-0.973546615,5.507324726,-2.798688807,0.008406085,0.437300392,-2.510619133,NKIRAS1
203584_at,0.401893755,4.963275098,2.796492252,0.008452467,0.438504016,-2.514846017,EMC2
201036_s_at,-0.47930449,5.235235989,-2.796300106,0.008456536,0.438504016,-2.515215681,HADH
1559410_at,0.439941302,7.902914805,2.796101771,0.008460737,0.438504016,-2.515597237,LINC02754
1552695_a_at,-0.734704999,5.377206369,-2.795916858,0.008464656,0.438504016,-2.515952956,SLC2A13
208743_s_at,-0.564525622,5.988595267,-2.795675103,0.008469783,0.438504016,-2.516418005,YWHAB
202329_at,0.249094905,3.941105446,2.794788756,0.008488602,0.438504016,-2.518122823,CSK
235977_at,-0.479606555,7.604156199,-2.794318425,0.008498604,0.438504016,-2.519027342,LONRF2
209242_at,-0.319623007,9.822331334,-2.794116721,0.008502897,0.438504016,-2.519415226,PEG3
203067_at,-0.43176619,4.146182719,-2.793828637,0.008509032,0.438504016,-2.519969192,PDHX
227253_at,1.090081459,4.817915835,2.792703152,0.008533039,0.438504016,-2.522133121,CP
231002_s_at,0.244006535,6.999046403,2.792379786,0.008539948,0.438504016,-2.522754754,RABEP1
1561451_a_at,0.296110438,2.111715181,2.792177356,0.008544276,0.438504016,-2.523143881,LOC101928551
203379_at,0.420327937,3.631549384,2.791952345,0.008549089,0.438504016,-2.523576398,RPS6KA1
227760_at,-0.375631205,4.328727082,-2.791867261,0.00855091,0.438504016,-2.523739941,IGFBPL1
213386_at,-0.470566558,5.761769356,-2.791557305,0.008557545,0.438504016,-2.524335696,PGAP4
202425_x_at,-0.459052977,9.697256074,-2.791084504,0.008567676,0.438612073,-2.525244378,PPP3CA
1553857_at,-0.365209499,5.3961256,-2.790057005,0.008589732,0.439329815,-2.527218846,IGSF22
201560_at,0.416548007,7.32698455,2.789190852,0.008608365,0.439870801,-2.528882951,CLIC4
202252_at,0.528688933,8.735993519,2.78817413,0.008630285,0.439870801,-2.530835968,RAB13
227746_at,-0.407321772,4.89190409,-2.788072021,0.00863249,0.439870801,-2.531032086,ELAVL1
210749_x_at,0.368238164,5.339470276,2.787430616,0.008646348,0.440133756,-2.532263929,DDR1
207414_s_at,0.505970673,4.076849963,2.787088446,0.00865375,0.440133756,-2.532921014,PCSK6
232317_at,-0.289536271,8.026244552,-2.785462878,0.008688995,0.440784076,-2.53604205,PLXNA4
232090_at,0.505473923,2.937362386,2.785286255,0.008692832,0.440784076,-2.536381098,DNM3OS
1556154_a_at,-0.685566428,3.378113051,-2.784660223,0.008706447,0.440784076,-2.537582743,SNAI3-AS1
214111_at,-0.450916147,8.841040027,-2.78457201,0.008708367,0.440784076,-2.537752052,OPCML
214205_x_at,0.256236343,5.946957854,2.783760152,0.008726056,0.440784076,-2.539310129,GLRX3
219083_at,-0.502539079,5.392458836,-2.783610918,0.008729311,0.440784076,-2.539596505,SHQ1
231844_at,0.324907582,4.079859209,2.782876354,0.008745351,0.441099676,-2.541005982,RBM28
222515_x_at,0.321911145,3.828594406,2.781743995,0.00877013,0.441941804,-2.543178333,TMEM165
1552613_s_at,-0.523121064,6.274948448,-2.780049785,0.008807327,0.442448429,-2.546427632,CDC42SE2
219260_s_at,-0.363943696,4.816056253,-2.779866978,0.008811349,0.442448429,-2.546778168,ELP5
207613_s_at,-0.438613791,8.941942634,-2.779026783,0.008829858,0.442448429,-2.54838909,CAMK2A
201562_s_at,0.420743115,4.966525008,2.778508026,0.008841304,0.442448429,-2.549383578,SORD
40465_at,0.230394999,3.503243915,2.777865509,0.0088555,0.442448429,-2.550615174,DDX23
225290_at,-0.523309859,3.364235225,-2.777116603,0.008872073,0.442448429,-2.552050499,ETNK1
235471_at,0.374638296,3.739640578,2.777068752,0.008873133,0.442448429,-2.5521422,VSTM4
243463_s_at,0.397587574,2.306583942,2.776932988,0.008876141,0.442448429,-2.552402375,RIT1
206704_at,-0.288914445,1.678290815,-2.776881067,0.008877292,0.442448429,-2.552501872,CLCN5
219600_s_at,-0.394441291,6.590535699,-2.77599021,0.008897055,0.442772271,-2.554208889,TMEM50B
229439_s_at,0.315607051,3.80256702,2.775681646,0.00890391,0.442772271,-2.554800072,RBM47
227131_at,0.363519838,4.458499201,2.775132175,0.008916129,0.442772271,-2.555852721,MAP3K3
226794_at,-0.395909257,3.215963323,-2.775129773,0.008916182,0.442772271,-2.555857323,STXBP5
213425_at,-0.289376137,2.66889527,-2.774167817,0.008937612,0.44330268,-2.557699905,WNT5A
1554101_a_at,0.88213586,4.091393903,2.773922735,0.008943079,0.44330268,-2.558169292,TMTC4
202503_s_at,-0.307925847,1.48364186,-2.773399901,0.008954753,0.443392719,-2.559170556,PCLAF
244429_at,0.368018372,4.119327532,2.773115253,0.008961115,0.443392719,-2.559715631,BTG1-DT
214931_s_at,-0.510354422,5.000483397,-2.772640364,0.008971738,0.443516959,-2.560624934,SRPK2
202069_s_at,-0.503949497,5.002289607,-2.771405787,0.008999409,0.444298682,-2.562988447,IDH3A
1554510_s_at,-0.429808404,4.641325833,-2.771027466,0.009007904,0.444298682,-2.563712597,GHITM
200702_s_at,-0.377809009,7.958940859,-2.770516422,0.009019392,0.444298682,-2.564690707,DDX24
218231_at,0.304176248,2.845101012,2.769476265,0.009042816,0.444298682,-2.566681195,NAGK
218208_at,-0.276482206,8.19470075,-2.769154479,0.009050074,0.444298682,-2.567296891,SLC66A2
207255_at,-0.380172854,4.076889865,-2.768958686,0.009054492,0.444298682,-2.567671498,LEPR
218445_at,0.299116714,4.548237302,2.768868192,0.009056535,0.444298682,-2.567844631,MACROH2A2
212242_at,-0.439319745,7.242533181,-2.768593232,0.009062746,0.444298682,-2.568370671,TUBA4A
230720_at,-0.483415963,6.063545151,-2.768014012,0.009075841,0.444298682,-2.569478707,RNF182
214724_at,-0.461787422,2.219162425,-2.76765704,0.00908392,0.444298682,-2.570161522,DIXDC1
203932_at,0.501379768,4.354986787,2.766694671,0.009105735,0.444298682,-2.572002088,HLA-DMB
234474_x_at,0.413344228,2.098558238,2.766195673,0.009117065,0.444298682,-2.5729563,IL6ST
209755_at,-1.162574703,5.263377389,-2.765987282,0.0091218,0.444298682,-2.573354767,NMNAT2
212751_at,-0.587642006,6.281871206,-2.765806969,0.0091259,0.444298682,-2.573699532,UBE2N
212217_at,-0.687195545,7.762804063,-2.765357659,0.009136122,0.444298682,-2.574558575,PREPL
200841_s_at,-0.348048125,3.849102168,-2.765141293,0.009141049,0.444298682,-2.57497222,EPRS1
203911_at,-0.582958212,6.185796536,-2.765101809,0.009141948,0.444298682,-2.575047703,RAP1GAP
209914_s_at,-0.457970537,6.724924353,-2.764127223,0.009164171,0.444740526,-2.576910657,NRXN1
207671_s_at,0.354037145,5.608784103,2.763976985,0.009167602,0.444740526,-2.577197811,BEST1
214119_s_at,-0.311582057,8.972446186,-2.763633788,0.009175442,0.444740526,-2.577853736,FKBP1A
208882_s_at,0.275913823,7.177027653,2.763246206,0.009184304,0.444767771,-2.578594433,UBR5
209990_s_at,-0.384410282,8.921845321,-2.762897958,0.009192274,0.444767771,-2.579259911,GABBR2
216215_s_at,-0.240979192,5.025924016,-2.762178305,0.009208763,0.445171654,-2.580634968,RBFOX2
221771_s_at,-0.533452684,4.293717354,-2.761579966,0.009222494,0.445280626,-2.581778071,MPHOSPH8
219175_s_at,-0.314463015,4.020816208,-2.761129392,0.009232847,0.445280626,-2.582638784,SLC41A3
233839_at,-0.359125235,2.426911882,-2.761016154,0.00923545,0.445280626,-2.582855085,EFCAB6
210147_at,-0.350635603,2.193501663,-2.759734832,0.009264957,0.445595752,-2.585302246,ART3
201004_at,-0.32786933,3.560879165,-2.75902901,0.009281248,0.445595752,-2.586650001,SSR4
206600_s_at,0.412382818,3.441328646,2.758857454,0.009285212,0.445595752,-2.586977555,SLC16A5
203159_at,-0.349258121,9.457403098,-2.758335341,0.009297285,0.445595752,-2.58797436,GLS
211213_at,-0.301021361,1.656388353,-2.75756662,0.009315087,0.445595752,-2.589441785,ORC5
207738_s_at,-0.503707039,5.56896276,-2.757509468,0.009316412,0.445595752,-2.589550875,NCKAP1
225158_at,-0.300191129,1.954240406,-2.757492394,0.009316808,0.445595752,-2.589583465,GFM1
211348_s_at,-0.365415113,6.842568262,-2.756796596,0.009332951,0.445595752,-2.590911466,CDC14B
213037_x_at,-0.455617794,8.411261984,-2.756587582,0.009337806,0.445595752,-2.591310352,STAU1
217637_at,-0.339163863,5.93174055,-2.756448953,0.009341027,0.445595752,-2.591574907,KCNB1
229041_s_at,0.508196784,5.45835786,2.756276686,0.009345031,0.445595752,-2.591903642,ITGB2-AS1
1558201_s_at,-0.530160163,3.042208919,-2.756160697,0.009347728,0.445595752,-2.592124976,SLC4A1AP
1554714_at,0.358878443,2.369001407,2.756000964,0.009351443,0.445595752,-2.592429777,RELL1
229039_at,-0.421154461,7.863017019,-2.755672669,0.009359083,0.445595752,-2.593056192,SYN2
1556029_s_at,-0.470621996,4.251310632,-2.754513461,0.009386107,0.445595752,-2.595267721,NMNAT2
225583_at,-0.697363188,4.012873245,-2.754199357,0.009393442,0.445595752,-2.595866877,UXS1
222532_at,-0.48182448,5.976597891,-2.753538563,0.00940889,0.445595752,-2.597127215,SRPRB
231876_at,0.347569259,3.848590165,2.752414899,0.009435213,0.445595752,-2.599269997,TRIM56
231099_at,0.386350082,3.447329411,2.75214906,0.009441451,0.445595752,-2.599776869,FKBP15
204098_at,-0.369448306,5.321403648,-2.752124846,0.00944202,0.445595752,-2.599823035,RBMX2
1556864_at,0.365658163,2.468462998,2.752107855,0.009442418,0.445595752,-2.599855432,TCTN1
212223_at,-0.340651699,8.663769894,-2.752083645,0.009442987,0.445595752,-2.59990159,IDS
221238_at,-0.351984998,1.807295869,-2.751909351,0.009447079,0.445595752,-2.600233895,HMGN5
202206_at,-0.456217116,5.133244533,-2.750468952,0.009480963,0.445595752,-2.602979659,ARL4C
213633_at,0.305905565,3.186981203,2.749922633,0.009493844,0.445595752,-2.604020867,SH3BP1
229201_at,-0.455269825,4.987359198,-2.749809134,0.009496522,0.445595752,-2.604237165,PAK3
214293_at,-0.451605755,6.892592081,-2.749110122,0.009513031,0.445595752,-2.605569181,SEPTIN11
227405_s_at,0.436109079,3.864545616,2.748640634,0.009524135,0.445595752,-2.606463714,FZD8
218889_at,0.394796643,3.5218019,2.748017703,0.009538886,0.445595752,-2.607650475,NOC3L
234984_at,0.268891172,2.087966973,2.747896087,0.009541768,0.445595752,-2.607882149,NEDD1
